IDENTIFIER	GSM1095883	GSM1095886	GSM1095877	GSM1095878	GSM1095879	GSM1095880	GSM1095881	GSM1095882	GSM1095884	GSM1095885	GSM1095876
LOC101927043	10.4	37.6	6.2	7	9.3	11.8	13.6	2.9	3.4	2.5	3.5
CRLS1	236.9	47.5	228.8	125.6	309.2	232.2	33.8	69.3	57.7	90	366.9
SLC5A8	7.8	35.4	16	7.1	10.1	17.6	8.1	6.5	9.5	6	6
INTS10	26.8	63	96.7	10.4	229.5	405.4	286.1	156.5	4.1	23	175.8
AI806370	14.9	16.6	15.5	14.1	71.7	20.3	14.9	7.1	7.5	5.4	6.2
TMEM177	164.3	124.3	100.2	145.4	239.4	133.1	81	141.1	121.8	102.6	126.3
KRT73	10.6	15.1	27	7.3	7.6	12	13.2	15.1	7.7	9.4	7.1
AA012852	2.6	10.5	2.9	6	4	2	5.2	3.2	6.7	14.4	1.9
LINC01616	9.6	10.8	9.1	28.4	11.1	19.5	48.1	74.1	8.3	4.7	12.3
MYNN	259.6	280.1	201.7	201.5	217.3	287.5	2544.1	266.4	135.9	313.7	43.3
AA702788	104.8	62.6	12.4	58.9	41.4	57.7	111.2	108.1	67.3	6.1	45.1
NAV2-AS2	4.7	45.4	26.6	3.8	13	15.9	10.5	2.8	10.5	9.8	18
PRSS58	64.1	91	73	41.3	88.3	149.5	44.2	68.4	75.2	106.9	58
LINC01210	54.9	9.4	43.1	51.2	38	48.9	33.9	22.7	45.2	3.3	72.6
TMEM56	417.5	394.5	209.8	236.5	117.5	204	114.1	205.3	228.9	520.2	172.1
W87684	67.1	32.9	9.4	21	33.8	114.6	7.3	55.6	54.5	46.9	57.1
AI668592	70.2	45.2	12.2	6	62.3	20.1	120.7	6.9	21.1	9.7	44.1
AI939399	158.8	162.9	183.3	176.7	168.8	140.1	184.6	103.6	125	175.5	152.6
BE463783	11	10.3	22.5	2.2	6.8	9.6	36.5	8.4	20.9	40.6	47.9
AI384053	2.7	7.8	0.7	8.4	10.2	50.4	4.4	0.5	2.2	9.3	0.5
R55749	121.6	220.1	2.6	632.7	55.4	95.8	21.2	55.7	35	51.8	4.8
FAS-AS1	136	33.9	68.2	24.6	52.2	151.9	2.8	20.4	36.2	79	8.5
AI939584	12.8	14.4	11.9	16.7	6.7	10.5	6.2	47.9	30.6	4.4	50.7
BF514004	15	9.8	11.2	3.8	4.1	13.4	11.4	8.6	5.8	5.2	4.6
AW449589	251	83.8	68.3	185.3	239.5	173.3	99.2	109.2	70	116.3	91.2
BE670844	9.2	5.2	9.3	9.1	5.1	51.9	102	10.8	3.2	3	9.6
237527_at	6.2	62.6	28.2	14.8	22.9	8.3	8.5	19.3	8.8	32.5	3.6
D80212	8.5	39	10.3	4.8	7.5	1.3	28.6	3.7	4.1	20.3	5.1
LINC00708	48.5	5.1	9.9	6.9	7.5	47.4	5.5	4.9	7.1	6.4	1.8
T77543	24	36.7	31.7	3.9	1.1	1.6	1.5	33.4	51.1	27.9	3.8
AA648438	12.1	40.9	8.9	55.8	5	17.1	65.9	26.8	5.5	14.4	58.3
AW296295	54.9	74.5	16.5	11.1	32.1	98.9	67.3	80.2	10.4	13.5	95.6
BF056769	287.6	45.5	34.8	113.5	210.3	125.9	16.2	231.2	10.5	23.2	245.7
BF058429	4.3	8	56.8	19.7	10.7	7.5	16	39.6	12.4	10.4	12.8
NRXN1	145.5	6.9	11.9	81.7	9.2	9	120.7	58.5	18.7	10.3	109.4
MAPT-AS1	98.6	33.1	12.4	100.3	12.3	11.6	49.5	46.6	10.2	96	21.8
LINC01360	3.8	20	4.6	6.1	26.1	2.1	2.1	2.1	5.9	18.2	29.8
BE552359	71.2	33.5	6	36	86.7	119.4	62.6	24.8	31.9	5	27.8
AW205607	4.3	5.6	7.7	143.5	41.8	29.4	11.9	80.3	53.7	14.9	98
LINC00644	7.9	1.8	1.8	12.7	3.7	36.9	74.7	3.4	3.1	3.6	2.2
AW452087	11.8	11.2	42.6	15.2	11	153.2	8.7	62.7	12.2	71.7	9.1
AI970367	74.7	139	65.5	62.4	32.1	60	14.3	64.4	70.2	63.5	91.9
LOC100506286	5.3	6	10.3	43.9	10.1	31.8	120.4	36.4	11	5.5	51.2
BF508786	357.1	21.6	31.5	132.7	822.2	1303.3	71.5	218.2	167.4	132.2	110.7
BF447692	4.7	53.2	29.9	21	38.2	8.8	97.9	36.4	4.9	14.1	26.9
AI652926	2.6	53.5	4.9	75.3	45.2	5.8	8.7	2.8	2.4	47.7	6.9
BF055302	2.2	3	9.8	2.7	4.5	7.6	28.2	12.6	6.8	12.1	6.7
AW294215	10.2	63.7	40.8	37.1	116.8	22	51.2	54.8	45.2	2.9	28.2
237549_at	7.8	8.4	19	8.9	51.1	12.4	3.6	30.5	5.6	8.4	53.8
AI732638	18	11.8	4.7	3.3	57.7	26.7	75.8	56	12.2	27.3	28.6
AW444712	4.7	4.1	5.3	4.3	8.4	43.7	7.7	2.3	3	5.5	8.5
LOC100505817	67.6	5.1	35	6.5	37.1	4	12.3	7.6	10.5	6.8	11
LZTFL1	44.2	87.5	187.1	192.2	339	108	62.6	119.5	122.7	195.7	125.2
BE348304	113.6	8.3	142.2	162.1	217.5	357.4	10.5	313.4	115.4	61.5	180
CARS2	6	37.4	122.9	67.5	20.4	96.7	312.3	109.2	10.7	20.7	95.3
AI914160	21.7	6.2	17.1	44.7	30.3	70.3	77.4	12.8	35.4	3.9	6.9
AI674039	3	3.2	34.2	3.3	9.3	4.2	9.2	116.1	35.7	16.7	3.5
LOC100996462	67.4	11.3	15.9	54.5	101.1	10.5	3.6	4.7	39	16.4	12.5
GPR55	5.1	11.1	13.3	73.8	9.3	14.1	23.9	2.6	11.7	12.4	4.6
MRPS5	178.4	253.1	477.3	367	453.7	533.4	312	526	171.9	19.3	641.4
AV736334	113.5	114.5	179.2	154.9	274.1	318.2	47.4	8.4	152.2	55.6	692.1
BF478143	72.9	13.7	58	10.4	46.5	31.5	39.4	32.3	2.1	21.6	9.9
AI286239	193.9	363.6	1420.5	285.9	1156.8	1489.8	575.5	2090.5	1425.9	2575.2	416.4
AI286239	35.5	2.9	2.9	7.8	4.1	3.1	27.9	6.9	1.6	1.5	2
GCC2	53.5	65.6	51.8	71.6	47.4	50.9	27.2	36.8	28.9	6.3	76.1
BF060696	45.8	26	5.4	51.6	27.1	22.9	31.7	2.5	18.9	29	50.2
STAB2	6.9	6.9	10.8	4.9	10.6	15.2	7.8	6.1	8.4	6.2	8.6
H67156	194.6	55.2	723	229.1	516.5	789.1	241.1	151.4	164.7	83.6	756
T78613	34.5	28.4	14.9	40	10.6	59.8	7.8	7.6	55.1	7.2	37.6
AV738999	5.8	12.2	57	4.7	9.2	19.8	68.9	18.2	10.5	17.2	50.1
AI458998	53.3	104.5	112.5	39.4	185.6	25.5	33.9	10.9	72	78.6	372.8
UGT3A1	42.8	5.6	52.8	9.4	92.4	61.6	19.7	8	22.9	24	30
BF508643	79.3	55	15.4	5.8	5.1	30.7	7.5	1.9	15.2	7.3	11.6
BF508991	9.2	6.3	7.9	6.5	4.4	8.3	13.7	12.9	7.4	9.4	11.1
AA682503	8.3	8.7	4.8	52.6	5.1	37.4	4	3.8	7	11.1	47.5
LOC101927093	9.4	12.2	17.6	4.9	43.2	17	10.6	54.1	5	15.6	19.5
PCNP	121.1	40.2	141.9	300.5	529.4	342	93.3	289.8	74.1	132.5	312.3
H40700	4	2	10.1	5.1	8.5	22	23.2	1.8	22.9	3.7	59
237579_at	14	110.1	25.3	76	87	83.9	25.4	5.6	69.4	63.9	113.1
237580_at	56	3.2	8.5	4.7	8.1	3.2	14.2	21.9	1.3	19.1	6.8
237581_at	4.1	35.1	19.4	7.1	62.9	13.4	8.6	7.6	7.6	34.3	4
AW771563	37.9	8.3	18	8.3	46.5	56.6	49.6	9.6	23.8	3.8	50.5
BE672379	14.7	35.7	72.2	104.9	56.1	95.8	16.3	9.5	19.3	67.3	24.7
R60909	8.7	4.8	16.2	36.2	9.9	34.1	58.9	13.1	5.1	6	23.4
C4orf47	19.1	11.2	14	173.4	120.4	94.7	153	15.3	15	97	54.5
237586_at	61.6	3.8	36.8	41	97.7	170	40.7	35.7	25.6	12.7	101
AI733359	12.6	4.3	4.3	16.5	88.8	106.4	103.3	13.4	13.5	43.6	62.5
T83652	97.3	30.5	151.2	76.4	72.7	219.1	150	87.2	4.1	24.9	126.8
AA682265	37.4	54.3	19.9	54.8	52.1	37.8	43.9	42.3	30.6	9.7	83.8
237590_at	6.3	10.8	25.9	61.9	11	7.7	15.1	27.5	3.8	4.7	30.6
LINC00173	362.8	248.8	451.5	270.9	237.1	477.5	303.7	124.8	361.2	617.5	500.1
ZC2HC1B	2.7	11.3	4.3	62.2	21.8	21.3	3.7	63.1	2.2	54.5	22.9
AI954651	60.9	5.3	3.9	3.1	70.7	9.4	2.3	26.8	2.2	5.8	4.7
BE219187	236.9	17.5	263.9	264	233.6	988.2	309.3	209.3	85.5	90.2	620.4
237595_at	150.8	22.9	92.1	51.9	34	96.6	12.3	73.7	58.8	22.3	37.2
AI694281	31.8	2.5	43.7	12.1	5.6	13.5	7.5	49.5	11.8	13.3	14
AI655887	63.8	18.2	41.7	2.9	38.5	45.4	50	5.2	31.9	5.2	39
SEC1P	3.7	60.3	116.1	56.2	9.5	46.6	11.6	17.2	12.3	7.5	39.8
237599_at	204	159.6	78.6	38.7	266.4	138	56.7	56.7	98.4	202.6	12.9
237600_at	76.8	27.2	631.9	255.9	675.6	746	201.4	131.8	87.3	159.5	769.2
LOC100507277	17.1	78.8	74.3	74.8	62.8	59	53.5	4.7	44.4	101.1	69.3
H07100	37.1	57.9	52.2	124	58.7	3.2	17.2	1.7	29.1	33.5	47
C1orf100	14.8	53.6	129.6	15.6	4.1	18.5	44.9	10.1	55.8	5.1	11.2
237604_at	55	96	45.5	82.9	11.4	123	147.7	85.4	85.6	13.5	91.2
AI829568	1.4	70.7	7.1	6.4	31.7	28	80.1	56.3	47.2	90.8	29.5
CD53	43.8	4.6	19	18.5	6	11	10.3	23.5	47	28	25.5
AW204566	37.7	9.4	51.3	14.6	25.1	13.1	8.9	47.8	19.9	7.5	10.3
LOC101929570	34.4	22.4	3.7	6.2	51.1	4.4	27	23.4	4.2	35.9	5.7
AI697532	50.7	73	77.4	72.1	127	68	90	82.9	48.3	97.8	69.8
LOC101929512	49.8	23.7	22	5.5	12.5	9.4	68.2	39.6	39.6	30.1	57.9
BE463978	101.3	59.3	63.7	3.5	34.2	25.7	42.8	6.1	9.7	29.5	7.6
SLC14A2-AS1	35	41.7	53.7	3.1	9.5	29.7	15.3	51.8	22.4	12.8	9
FOXR1	3.7	7.6	3.6	11.2	7.6	6.7	9.4	3.1	5.5	3.4	3
PHACTR2-AS1	2.7	12.5	6.7	26.2	65.8	43.3	23.1	15.2	46.7	14.5	3.2
237615_at	6.5	4.2	3.9	3.1	4.6	3.2	15.2	6.8	8.5	1.8	2.5
AA890362	7.9	27.8	125.7	172.3	177.5	243.4	13.4	64.9	47.3	47.1	272.4
LOC100506675	6.2	37.8	16.3	3.6	25.9	6.3	9.7	21	10.2	36.4	41.6
H68759	88.4	149.6	264.4	265	198.1	260.1	80.7	109.6	159.3	19	233.6
FAM217A	60.2	65.3	108	74.9	66.9	15.6	119.7	45.9	67.2	81.1	41.8
ODF3L2	123.7	48.8	67.6	31.1	109.9	151.1	10.1	95.4	66.4	15	22.1
GABRG3-AS1	51.7	56.5	24.1	12.4	22.1	16.2	68	20.9	48.4	79.8	85.5
ACO1	42.2	10.8	64.7	14.1	66.9	98.3	94.8	51.4	40	4.1	89.5
CST3	60.1	132.2	33.4	49.7	149.9	268.7	54.6	145	59.4	64.2	125.1
237624_at	6.9	43.7	6.1	22.1	120.6	141	86.6	12.7	10.6	4.4	65.4
IGKC	7.6	53.9	50.4	39.3	2.1	2.5	11.6	5.4	21.9	1.7	2.5
AI801666	260.1	69	1006.4	250.1	1935.5	2030.4	717.4	617.2	211.5	98.7	1377.1
BE669493	334.2	196.3	116.3	273.7	297	160.3	111.7	296.6	178.4	222.2	316.7
BF196209	75.6	118.8	159.1	230.7	228.4	170.7	11	164	49.1	124	248
BF510935	47.2	45.8	88.4	72.3	181.5	131	117	7	40.1	55.1	73.5
FAM86B3P	129.3	13.9	63.3	157.4	11	78.9	190.7	15	42.5	49.9	48.7
AW204887	57.7	43.6	5.2	30.9	10.6	21.4	64.3	15	19.3	51	72.8
AA765387	98.4	113.9	111	99.6	294.6	160.5	122.3	86.8	88.6	86.2	166.9
AW207437	18.8	8.8	20.7	270.1	174.5	158.5	8.2	124.3	6	44.6	66.3
AA059476	30.3	32.8	43.7	72	39.7	12.5	11.9	21.4	52.8	15.7	29.8
LOC100128164	34.5	19	28.5	13.4	13.4	6.6	8.6	32.7	19	14.1	9.6
PPP2R2A	86.4	44.6	7.1	5.6	11.1	36	8.8	3.4	4	5.6	134.2
BE669990	44.1	67.9	68	34.5	62.7	91.6	77.2	42.1	34.8	72.3	43.7
AW269435	16.1	27	26.8	35.5	69.2	90.7	100.4	98.9	88.2	12.2	55.5
TMEM207	82	36.5	59.5	69	92.6	52.6	106.5	63.5	35.1	70.9	69.8
VCPKMT	206.6	67.3	141.6	130.2	470.4	92.7	41.4	197	73.5	92.8	457.9
AW207712	45.3	86.5	114.8	70.8	26.5	84.4	6.5	81.8	79.2	76.8	79.7
CTBP1-AS2	13.2	53.8	104.8	30.5	25.8	35.2	24.3	110.5	23.7	21.8	10.9
BF511166	10.2	24.2	107.5	105.6	50.8	83.3	16	45	67.6	7.5	123.2
AA477687	16.2	5.3	7.3	13.9	13.7	40	12.5	35.5	4.4	11	8.7
BF064257	7.7	43.6	5.8	8.9	5.5	96.1	40.9	3.5	19.2	5.6	7
PLEKHG5	86.4	21.6	68.4	17.2	9.9	28.4	64.3	11.8	54.4	45.5	16.2
GHRL	28.2	6.8	9.5	19.5	4.8	70.3	72.4	2.8	5.1	3.9	18.6
H10673	45.3	49	6.3	2.3	4.4	2.5	34.6	14.2	2.8	1	2.1
COPS4	51.7	4.7	47.9	41	24.4	2.9	37.1	36.8	23.7	2.1	27.8
237650_at	89.2	44.4	76.9	41.8	91.5	84.6	56.1	39.2	34.2	37.7	118.3
LINC00518	4.3	24.9	5.3	43.1	18.2	1.3	1.4	13.5	0.8	17.3	3.3
IQSEC2	95.5	104.6	79.2	79.8	107.8	118.8	109.4	81	101.6	154.8	133.9
237653_at	14.1	24.4	74.8	18.2	114.3	105	81.1	15	37.2	40.1	11.4
PPP1R36	250.3	137.7	269	495.3	244.6	159.8	27.5	12.1	212.4	192.6	118.4
BF510450	16.3	6.3	8	63.3	16.2	27.5	172.1	72.6	55.2	5.8	93
WWC2	5	7.8	7.5	6.4	10.2	4.8	73.9	3.8	10.1	6.1	11.2
AI458942	8.2	4.4	24.1	171.1	139.7	30.2	10.2	52.1	3.1	5.3	119.1
AI990272	99.3	15.3	62.1	14.1	23.7	13.6	10.9	4.5	29.4	15.2	9.4
FLJ40288	7.4	9.1	7.8	12.1	10.8	16.5	11.4	10.7	4.8	5.8	12.1
UNC80	159.8	49.8	71.3	279.7	298.8	280.7	306.9	186.2	37.3	12.5	89.2
LOC100506997	78.3	13.7	54.9	83	18.3	87.1	86.5	56.4	4.6	7.7	22.7
SPATA19	59.5	110.1	50.3	105.7	19.8	163.9	83.9	45.5	51.1	5.7	6.1
AI681941	91.8	22.9	94.4	84.2	100.8	126.2	109.1	56.1	38.5	40.6	94.9
AV745243	67.6	1.4	29.9	54.5	43.9	2.1	10.8	2	16.7	14.2	67.4
AA020752	16.3	40.6	51.4	4.5	37.3	85.5	307.4	15	41.4	13.8	26.2
XRRA1	63.8	18.8	8.6	96.9	35.7	26.6	17.3	64.3	39.7	106	130.7
BF059726	7.8	40.2	65.3	3.9	39.5	9.4	82.3	30.8	41.9	37.2	14.4
LOC100507201	50.2	23.5	26.2	24	8.5	10	44	10.7	37.1	22.9	44.5
AA053713	83	35.7	38	60	65.8	113.8	103.6	63.1	18.8	6.3	26
MIR663AHG	1.9	1	37.4	30.8	3.3	8.1	12.9	3.2	4.1	21	8.4
AW450288	103.2	12.3	67.1	32.3	20.5	128.6	124.6	17.7	40.8	46.1	118.9
H40306	16	55.6	8.7	34	39.4	12.7	78.1	49.9	56.9	59.1	20
BE465103	91.9	30.6	12	48.5	512.7	183	260.2	155.5	78.5	32.9	186.7
BF509849	4.4	14.8	9.8	16.6	17.7	47.6	8.1	32.3	32.7	9.4	5.9
LINC01351	18.1	32.2	268.6	74.7	65.8	342.5	6.7	178.3	323.8	476.2	105.8
237676_at	54	15	47.6	13.6	43.4	11.3	36.3	4.3	7.7	3	41.4
237677_at	24.6	7.2	12.5	10.6	65.9	50.6	58.2	6.2	3.7	12.2	4.1
AW295525	10.2	7.7	12.4	52.4	15	11.2	10	4.7	12.7	11.8	10.3
TRIM66	12.4	6.2	21.2	14.7	90.9	139	2.6	7.2	7.4	10.8	5.4
LOC102723542	5.1	215.2	47.2	26.3	109.3	19.8	24.5	247.7	52.5	74.8	91.3
237681_at	72.4	114.6	176.8	221.1	173.3	438.3	242.1	174.1	61.7	81.5	198
AW002500	2.4	7.7	5.1	12.1	18.9	73.9	5.2	2.8	6.8	3.7	7.9
AV719289	12.4	15.9	34.5	10.3	22.6	23.4	7.2	18.5	13.9	17.2	7.3
LOC100507461	8.9	25.7	47.6	27.5	43.9	5.1	11.7	7.5	1.9	6.3	16.1
LOC101929926	9.7	12	4.6	16.6	8.4	22.5	5.9	13.8	6.6	3.3	7.8
RNF219	65.8	32.4	69.4	56.7	48.5	59	16.2	92.6	58.3	71.3	102.2
LOC283737	52	58.9	73.9	67.3	5.2	43.6	11	6.7	2.5	75.2	36.9
BF433156	23.7	37.2	4.1	70	55.2	105.8	102.7	2.7	45.7	3.7	41.3
BF111108	133.7	2.6	81.2	6.5	131.7	29	3.8	1.5	1.7	11.4	155.9
ADGRF4	3.3	2.6	4	3.2	9.5	5.2	17.9	3.4	26.7	8	25
ENO3	25.5	19.5	7.8	3.2	5.1	14.9	6.6	14.6	9.1	22.6	8.7
R98822	4.8	3.3	9.4	9.6	47.3	57	53.7	20.6	37.5	5.4	8
R98978	21.4	10.9	111.2	32.6	17.9	199.7	412.9	112.1	10.4	7	23.3
AI190291	12.6	12.2	7.4	9	3.2	4.8	25.8	7.7	5	1.6	4.3
237695_at	108.7	111.4	59.3	7.1	42.7	292.4	46.7	185.8	43.5	9	49.6
BF594228	58.5	16.3	65.6	83.5	48.2	58.4	62.9	11.6	56.1	43.8	63.1
LOC101928269	6.2	6	3.9	28.4	12.1	5.9	35.2	24.9	26.8	3.1	27.9
AI692664	6.8	23.1	4.7	12.8	5.6	8	84.8	12.9	4.8	8.4	12.2
LINC00427	3.8	55.8	83.5	10.4	29.9	36.2	47.2	3.3	13.2	6.7	10.7
AI939314	26.6	55.3	4.7	6.3	47.9	45.5	37.3	21.4	7.6	2.2	47.6
C12orf54	94.8	10.5	22.6	54.6	36.2	19.5	46.3	62.2	15.7	55.6	53.3
RBM45	214.6	216	205.9	270	96.8	151.3	354.6	192.3	201.5	200.9	186.2
AI655394	175.1	130.7	332.3	150.8	453.6	328.3	64.9	179.4	153.7	150.4	362.4
AW138920	13.4	19.9	23.2	13.8	9.1	38.9	87.2	45.6	46.3	53.4	11.6
AI808303	43	10.6	2.8	5.2	4.6	26.1	8	83.4	2.7	4	8.9
STXBP4	356.1	191	108.7	200.5	176.6	159.2	222.9	315.5	164.1	190.1	167.2
AA100674	3.1	64.6	73.6	43.5	63.7	81.2	61.5	99.8	22.6	68.8	41.3
BF509793	10.9	12.2	13.3	45.5	5.5	13.4	11.6	18.5	11.7	12.2	8.3
LOC100507513	12.4	25.2	7.9	6.2	39	30.1	66.9	19.2	28.7	47.4	58.8
BE500990	17.5	15.7	21	16.3	82.4	63.6	89.9	101.8	54.9	97.9	19
ZNF705G	27.7	7.6	8	1.8	17.4	8.6	1.9	6.1	12.8	2.8	3.7
LOC100507562	43.2	81.4	52.4	70	25.2	33	45.8	16.5	2.4	11.3	10.6
BF432207	35.8	30.8	193.7	163.7	176.5	233.5	80.4	74.6	139.4	117.6	342.1
AI939594	10.5	13.2	35.9	10.5	10.9	20.7	12.8	5.3	8.8	6.5	12.8
BF514808	10.3	10.4	11.5	28.4	17.5	49.6	55.3	33.2	14.1	76.9	78.4
AA699673	312.5	52.6	140.8	334.2	297.3	225.8	204.3	50.5	104.5	108.9	321.7
BE176177	1.2	24.3	1.8	4	25.8	8.3	11.3	2.4	1.3	10.2	15.1
EIF4E	8.7	17.6	96.7	55.1	44.9	103	4	47.2	55.3	17	114.4
RGS7BP	53.1	142.7	8.2	48.3	23.9	36.6	240.9	58.9	2.4	41.6	126.9
ASB4	4	6.4	9.2	6	3.9	58.5	637.8	7	10.2	22.5	1.5
ASB4	11.6	7.2	4.5	34	41.6	8.9	905.1	31.8	17.9	8.5	10.2
FLI1	13.8	48	34.4	40.6	56.4	20.9	95.8	25.2	10.9	3.4	66.4
AV661798	39.1	28.2	66.7	3.5	31.8	43.8	54.3	9.3	4.2	5.8	13.8
MARCH10	29.1	5.3	12.4	6.2	14.1	4.1	7.6	4.8	3.6	13	6
SMC5	52.7	25.2	50.1	39.2	65.1	62.3	133.9	15	7.6	48.1	56.6
AV738293	6.2	54	81.7	57.6	79.4	32.4	110	34.8	20.3	8.3	22.9
H20179	49.7	79.1	77.7	351.7	85.2	57.9	69.7	215.5	47.3	77.5	130
AI733222	16.7	110.7	90	60.8	22.7	14.2	28.1	18.3	73.5	15	70.8
RRS1-AS1	103.2	5.4	3	20.7	67.3	42.6	53	29.2	59.2	73.6	14.4
TP53TG3HP	19.8	41.5	38	60	7.7	47.3	26.5	82.2	42.2	37.8	72.4
LINC01010	6.4	9	11.8	5	7.1	8.1	5.4	6.5	7	7.2	4.7
PRR9	40.2	56	9.5	46.2	73.4	34.7	32.7	11.4	60	28.3	14.4
AA846804	89.4	5	143.8	50.1	207.2	257.2	3.6	457.7	4.7	17.6	226.2
CCDC37-AS1	35.9	4.6	7.5	5	30.5	9.2	4.1	7.6	6.5	4.5	39.8
CCDC37-AS1	9.9	17.4	15.8	60.9	16.8	16.2	10.7	59.5	14.2	22.1	13.6
BSND	132.5	128.9	207.5	62.4	144.7	307.2	118.6	81.9	131.1	254.7	115.6
LOC101927345	34.8	153.3	25.7	27.5	636	553.7	31.9	288.7	252.5	461	136.7
LOC101929341	2.8	0.8	9.8	1.6	20.6	46.9	32.4	18.4	1.3	1.8	3.8
BGLT3	63	57.4	88.3	22.1	89.8	57.8	60.6	9.3	24.1	134.5	76.9
AI910521	6.1	4.4	4.1	4.1	7.1	5.8	10.2	4.5	3.7	12.3	4.3
SLC25A36	185	61	536.9	81.8	1559.9	519	498.6	452.5	127	146.9	958.1
AW138840	11.8	9.8	84.1	25.8	62.5	70.9	194.3	5.4	19.5	17.5	15.4
BF509117	67.3	54.7	36	42	30.2	8.8	12.9	23.7	24.5	35.1	72.4
BF511409	11.2	43	188.3	9.9	37.3	170.6	76.8	120.6	37.8	59.5	60.9
TSC22D1-AS1	301.9	607.4	218.2	162.7	1224.4	950.7	687.4	411.5	285.6	380.3	567.1
AI168187	2	1.4	6.8	2.7	16.6	38.7	53.7	3.5	2.4	17.3	4.4
LOC100507281	161.2	17.6	184.2	71.1	300.3	539.5	123.7	142.3	153.6	92.1	308.6
SCGB2B2	78.7	72.7	102.7	43	68.8	118.5	29.7	66.4	66.4	98.2	20.1
TCF4-AS1	3.6	19.2	7	4.5	9	4	8.7	2.4	5.8	3.5	29.2
XPNPEP3	22.3	32.6	36.1	268.8	434.9	294.4	6.1	118	24.7	56.1	72.2
T78404	28.7	15.7	38.8	24.5	63.9	68.5	31.2	39	2.4	27.9	30
AW341064	5.9	11.7	4.5	144.3	7.2	20.2	3.7	11.6	19.2	6.6	4.8
IL21R	38.4	4.1	64.8	68.6	66.9	33.3	89.7	60.1	37.3	62.3	30.9
LOC101928682	142.4	9.3	12.1	45.3	7.8	9.6	123.4	66.3	24.9	9	89.5
CFAP52	125.6	61	12.4	5.7	48.4	4.2	31.4	32.5	54.1	24.1	79.5
PHOSPHO2-KLHL23	96	69	124.2	8.4	163.7	156.4	196.9	83.6	6	80.1	276
AI247798	8.8	16.4	17	9.9	7.7	77	45.8	22.2	19.2	79.8	63.2
LOC100505685	7.3	34.9	7.1	55.6	62.8	8.4	9	19	23.5	52.1	2.8
CD48	6.5	42.7	23.7	9.1	90.7	148.8	112.4	47.2	58.9	58.4	52
LINC01364	77.8	20.9	34	4.7	11	8	99	22.2	5.7	19.3	5.9
AI479332	110.5	9.4	83.7	9.3	41.2	71.7	8.2	82.3	10.8	49.8	82.3
AI034192	11.2	23.7	72.9	3.4	60.1	30.8	60.9	35.1	27.9	28	40.1
BE670795	100.5	3.2	18.5	58.3	43.1	48.4	188.3	91.8	7.7	56.4	26.1
LOC101928111	115.7	245.7	321.5	421.8	305.9	453.6	508	471.2	199.8	328.8	259.5
SLC25A47	12.8	13.4	5.1	11.8	25.7	14.2	16.4	10.3	7.4	11.9	48.9
ATP9B	57.5	6	19.3	6.7	20.3	28.9	6.3	20.1	17.7	8.9	14.9
FARP1	17.9	24.3	12	10.9	59.7	7.4	6.7	56.2	20.9	44.1	117.2
237768_x_at	1158.8	337.3	2997.1	1245.5	1932.1	1752.8	1692.8	892.4	341	273.8	2838.5
AA778674	26.1	6.6	34.3	69.3	13.6	52.2	73.9	4.7	6.1	9.1	46.7
AW340015	21.3	39.1	27.9	34.3	87.7	14.1	2.7	5.5	4.2	1.4	81.4
LOC101927305	7.3	24.8	186.2	115.5	87.7	59.6	163.3	196.1	78.3	3	229.2
AI732275	31.4	15.2	15	13.4	83.5	30.8	19	11.1	15.7	11	22.2
R38633	21.8	35.3	137.7	124.4	31.8	41.8	16.2	119	41.3	10.3	20.8
PENK	11.7	12.9	25.1	7	11.7	45.9	15.5	17.4	13.3	9.1	8.3
R49670	49.2	56.5	6.7	4.4	4.3	9.9	59.7	11.1	31.1	29.2	28.6
ZADH2	8.4	22.5	7.3	5.7	7	2.9	17.8	71.5	68	43.8	57.2
PFKFB1	114.4	31.7	20.6	29.6	72.5	91	146.6	67	80.9	27.6	6.3
BG054792	467.1	93.3	200.8	391.3	563.1	65.9	584.7	302.8	59	65.5	173.3
LOC100505711	120.2	40.1	276.3	178.1	216.4	86.5	111.9	116.4	172.8	146.8	102.8
AA912525	46.4	37.8	9.3	71.9	37	20.2	11.8	82.7	8	38.7	63.9
HORMAD2	51.8	8.6	11.9	13.1	17.8	11	15	40	49.2	37.4	7.9
AW024001	482.6	52.4	109.4	97.7	466	743	374.1	168.4	79.4	97.2	250.3
PLAC8L1	260.8	136.4	193.5	249.7	208.1	417.1	121.6	109.4	122.1	185.8	147.2
SUB1	100.1	76.3	104.2	169	52.5	124.3	53.9	4.3	38.4	76.4	4.1
ASB14	36.9	17.9	80.6	136.9	76.6	24.6	121	16.4	74.6	13.7	12
MAGI2	5.9	51.7	27.6	53	75	27.1	106.2	74.2	9.8	27.3	151.9
LOC100996263	11	9.8	7.4	8	11	35	10.5	7.2	7.2	4.7	13.8
AA019363	6.2	19.9	5.9	16.9	2.4	40	30.2	44	44	45.4	37.8
AW274560	165.4	124.1	204.4	142.5	11.2	144.5	25.7	44.7	108.2	65.4	89.8
SCN8A	16.9	6.4	43.5	65.9	45.4	45.4	56.4	13.7	1.7	4.4	83.1
AA835006	14.4	20.7	50.2	26.2	2.6	37.4	22.2	65.3	59.3	13.4	3.2
R95743	107	141.8	177.5	134.8	117.7	146.5	163.2	123.4	102	187.8	180.6
C20orf78	18.4	3	4.6	89.4	9.5	10	62.9	6.1	7.6	6.4	24.4
