IDENTIFIER	GSM1095883	GSM1095886	GSM1095877	GSM1095878	GSM1095879	GSM1095880	GSM1095881	GSM1095882	GSM1095884	GSM1095885	GSM1095876
NFRKB	62.3	89.6	125.7	2.6	44	59.6	93.2	82.2	180.9	182.6	67.9
MORN3	21.4	73.9	70.8	6.9	65.1	26.9	83.3	79.2	39.2	19.2	55.3
BF195312	13	93.9	37.3	30.8	22.2	5.9	4.1	39.6	11.1	4.3	3
237213_at	48	254.1	129.4	232.1	119.9	133.2	39.3	206.5	106.5	172	105.4
TFRC	13.3	5.1	16.1	9	44.7	13.7	1.6	4.2	22.5	7.8	29.9
TFRC	4.7	3.3	4.2	8.8	5.6	10.1	3.9	4.4	5.6	10.6	3.9
AV739182	420.3	52.1	536.6	1693.3	1119	1308.2	701.7	404.9	103.5	115.4	1204.4
ADAMTSL1	2967.5	17.9	336.6	7.7	4.8	5.2	623.7	1.8	26.5	31.3	97.3
237218_at	120.1	50.5	318.9	283.4	1023.6	311.5	73.2	131.8	104.9	96.8	327.8
LOC101928259	49.1	5.5	9.8	10.8	12.9	21	39.5	3.6	3.3	6.2	2.4
AW135348	12	6.9	9.6	14.6	68.4	18.3	137.4	5.2	4.1	7	19.7
BE502017	2.2	74.4	12.8	44.4	4.2	67	25.1	14.5	7.1	3.7	10.9
FSD2	60.1	91.6	85.3	5.7	75.3	92.5	40.3	76.5	39.7	19.2	119.6
AI553802	11.2	195.5	91.8	197.2	97.6	127.5	753.5	88.9	33.7	17.5	166.6
LINC00853	12.1	48.4	8	13.6	8.6	88.3	95.9	121.5	133.8	6.1	7.9
237225_at	42.5	70.2	1.2	26.9	38.1	64.8	49.2	54.1	3.1	9	47.8
AW242899	119.4	34.9	40.8	15.9	73.1	46.9	14.4	88.4	50.2	87.5	13.1
NEK10	8.5	11.7	13.6	33.5	112.7	111.5	22.4	89.9	56.8	53.8	62.9
ZDHHC1	81.4	11.9	34.2	11.5	18.6	12.1	40.6	10.7	10.3	24.4	10.9
KDM8	110	90.2	53.6	375.4	321.3	113.7	56.5	61.6	163.6	26.6	157.7
GPHA2	16.7	16.4	16.8	22.3	5.8	10	11.9	11.5	19.2	9.4	12.2
AA650017	6.2	69.2	87.4	6.4	95.7	69.8	2.7	206	49.7	117.4	37.3
237232_at	39.6	2.9	26.4	24.4	48.3	108.6	136.4	44.6	22.6	5.6	83.9
AI796784	11.4	24.6	1.3	28.1	26.5	7.9	37.6	14.4	1	4.2	1.5
CYTH2	128.8	8.4	32.7	358	498.2	389.4	9.5	99.2	6.2	9.1	253.4
AV698915	94.6	54.2	68.5	50.4	61	46.6	20.2	30.2	103.5	10.9	74.7
LINC00202-2	51.6	27.6	61.4	167.2	28	32.2	20.8	145.6	42.6	13.5	52.3
AI694499	18.3	14.3	77.6	92.6	16.8	13.6	12.1	25.2	15.8	40.3	41.6
WWC1	75	8.6	264.1	71.8	122	686.3	209.6	80.6	197.5	93.5	425.3
AW183655	273.2	57.6	699.7	404.4	779.7	946	507.7	559	357.8	74.8	1183.6
237240_at	3	99.4	163.7	304.1	66.2	79.1	4.4	87	81.1	129.5	146.3
ECT2	19.6	2.4	39.2	5.6	6.2	4.5	11.2	6	3.6	6	1.1
LINC00661	131.4	44.2	82.6	102.6	77.2	123.2	68.5	61.5	158.2	97.5	81.7
AA875997	31.8	28.6	3	49.7	46.7	5.8	54.9	14.3	1.9	4.5	47
C10orf71-AS1	62	37.3	15.7	43.8	4	28.9	15.1	47.6	58.9	36.6	38.8
BUB3	122.1	5.3	45.4	36.6	3.6	14.2	52.5	43.4	4.9	7	16.8
AI797163	211.5	41.3	90.4	64.4	108	46	2	84	5.3	44.6	57.7
USP51	130	210.2	269.3	67	150.9	206.2	654.8	222.2	136.8	220.8	142.6
PDE11A	67	19.5	547.7	4182.9	424.3	74.2	1613.1	345.9	4086.6	261.2	2490.2
LOC101927338	102.1	39.7	83.4	123.3	155.9	207.5	130.9	106.6	16.2	99	180.2
AL118865	3.1	6.8	4.1	8.9	31.6	5.5	124.1	7.1	14.6	31	9.8
LRRC71	6.7	16.5	12	16.9	8	18.5	8.1	9.5	18.6	20.9	9
THBD	10.7	90.7	115.3	9.1	111.3	80.8	122	10.2	66.9	9.7	41.1
IGSF11-AS1	2.1	1	2.6	39.5	29.6	21.4	5.5	36.2	6.4	19.3	15
SLC5A11	5	61.7	21.2	28.6	29.2	26.5	131.9	18.7	32.4	30.5	7.2
LINC01272	8.1	19.7	8.7	12	30.1	44.6	71.9	8.8	11	19.7	5.4
FBXL12	15.1	4.3	14	50.1	77.5	69.7	58	4.5	43.6	3.3	49.6
RAB4B	152.5	301.1	73.3	27.5	30.2	28.5	30	96.4	167.9	29.5	29.9
BE467801	76.8	59.3	22.1	7.8	168.5	97.1	93.5	23.3	49.3	50.4	89.6
BE674182	16.8	34.8	2.2	2.6	12.5	8.4	2.9	6.7	3.9	14.6	11.2
LOC100505978	30.7	72.6	19.7	111.3	8.8	85.1	37	20.6	54.3	23.8	12.1
ANGPT2	72.3	216.1	53.3	27.4	138	124.5	149.3	100.6	12.4	61.3	32.2
GAREM1	661.2	299.8	493.7	749.4	318.3	982	898.7	401.7	607.2	321.7	634.9
BF590253	91.7	72.8	44.3	60.1	109.2	113.6	46.8	46.4	77.5	77.5	129.9
R38642	111.5	82.2	212.9	38.4	286.3	340.1	262	36.6	36.8	59.8	264.4
MEIOB	42	32.1	14.4	28.3	50.6	25.3	102.6	5.3	3	68.8	4
KCNIP2-AS1	33.2	104.5	110.6	35.4	45.2	79.9	71.1	98.7	31.8	38.6	25.4
LOC100506675	10.2	6.7	44	6	8.5	18.2	17.8	3.9	11.9	80.9	6.8
DSCAM	10	62.8	65.9	7.2	12.7	34.6	62.1	47.2	27	50	11.6
AW452823	2.8	5.5	43.7	4.8	67.2	64.5	89	43.2	7.1	3.5	169.8
LOC100505710	174	74.3	199.1	164.9	138.3	259.8	102.6	236.6	153.1	89.8	154.3
C7orf77	20	27.6	28.6	27.6	4.1	25	54.3	5.5	1.8	2.4	25.6
CCDC37-AS1	27.9	24.1	37.8	61.9	81.1	63.4	67.4	33.6	63.9	45.8	5.3
KCNU1	4.8	89.6	53.2	22.7	4.3	56.3	421.4	49.2	10.4	28.8	28
LINC01208	352.2	333.8	207	198.1	209.7	456.5	70.7	157.6	323.8	177.5	220.3
LINC00458	26.2	45.9	11.4	4	3.8	2.8	3.7	56.1	27.8	23	5.7
AI425008	23.2	9.6	10.2	6.1	65	75.2	7.2	7.4	25.5	7.9	44.1
AW444673	159.1	52.6	46.4	389.1	34.1	43.6	2.8	8.5	12.8	4.1	79.7
R37392	156.6	55	105	10.3	441.3	358.4	156.2	159.1	30	48.2	391.2
AI733592	84.6	104.4	20.7	21.2	141.6	109.9	272.2	77.3	63.5	16.8	95.6
TCTE1	6.2	4.4	5.8	4.2	4.2	6	5.5	4.9	6.4	10.7	7.5
AKAP14	2.7	33.2	27.8	51.2	174.1	105.2	32.3	53.2	29.3	2.7	8.2
AKAP14	1.9	9.4	4.2	12.7	24.9	3.2	40.7	71.5	13	15.4	1.1
AW573124	73.3	92.7	176.8	139.3	75.6	163.8	151.7	18.4	108.7	133.9	87.1
DNAJB8	3.8	30.1	94.7	10.1	111.7	30.9	30.7	42.5	6.9	5.6	69.9
SORBS2	6	5.2	41.9	199.1	235.8	167.3	785.7	156.6	4	8.7	159.6
INTS9	14.9	13.2	102.8	23.8	155.8	333.1	24	149.8	49.1	16	226.1
AW450386	250.3	280.8	230.3	373.6	398.1	503.5	181.1	157.2	277.2	258.2	244.1
TGM7	7.4	4.5	8.1	12.5	7	12.7	6.6	9.5	4.5	3.4	10
CREB1	431.1	305.7	329.7	558.5	331.6	226	852.9	309.9	440.3	454.3	439.1
AW138872	26.4	37.1	126.3	148.2	200	238.1	40.7	22.4	43	25.2	43.6
PRORSD1P	491.1	362.2	344.3	528.1	538.1	486.5	567.4	685.8	183.8	296.2	773.5
DPYSL3	6	41.7	14.1	5.4	22	4.8	28.9	5.4	4.5	2.7	22
AI808844	142.4	120.3	60	209.1	118.4	268.9	9.6	114.5	70	51.1	86.4
RASSF4	12	59.5	12.8	91.2	16.7	21.7	19.5	20.2	40.1	23.4	78.1
H94888	3	31	45.7	47.9	60.3	40.2	45.8	39.4	7.2	47.1	91.1
AA902697	22	18.1	28.2	80.3	122.3	60.1	7.7	79.1	86.2	35.5	29
237297_at	147.1	68.1	82.5	11.1	131.5	78.5	73.2	51.8	55	69.8	130.2
FLJ26850	21.5	7514.4	2.6	35.3	3.4	24.8	7810	290.5	1.5	13.5	258.3
NARF	207	285.8	174.9	214.6	397	379.2	658.9	65.6	176.1	129.4	181.1
PSMA3	77.7	85.4	119.6	71.6	132.3	182.9	197.9	136.3	50.2	115.7	277.7
BF433570	35.8	124.6	97.4	42.6	12.3	14.2	247.6	118.3	110.4	25.2	205.8
CNKSR3	430.8	460	301.2	43	112.1	100.4	306.5	245.4	262.9	231.2	34.2
AI126321	5	29.8	15.2	8.9	5.8	6.3	5.1	1.9	13.2	4.5	9.4
SYCE2	5.3	53.2	36.3	20	120.4	39.2	56.6	74.8	86.6	111.8	106.8
AW450381	7.9	18.1	55	2.6	61.8	2.7	378.9	16	2.1	10.2	4.7
ZNF829	6.4	2	6.2	2.3	2.3	9.3	102.2	3.3	7	26.3	4.9
AW299734	16.3	13.6	18.9	8.3	14.9	15.2	12.1	7.2	18	10.1	16.7
AI733797	9.9	125.9	15.1	121.5	119.5	115.1	93.7	50.6	38.6	53.2	59.3
R43564	52.4	130	147.4	129.8	161	146.9	256.7	280.9	78.1	107.1	145.6
AI743607	230.8	22.7	491.9	218.4	379.1	278.2	298.1	158.9	61.3	51.9	329.7
AI939580	244	77.7	33.6	53	52.6	89.9	8.2	9.7	55.7	51.9	241.5
LOC100506272	7.5	12.4	50.3	74.6	45.5	67.4	17.4	61.1	8.5	86.5	19.6
C1QTNF1-AS1	31.6	27.1	19.3	64.4	37.5	75.1	4.6	39.2	4.8	62.1	10.2
ENKUR	42.7	26.7	11.3	10	144.3	34.9	20.6	8.3	12.1	13.6	62.2
AI683864	5.6	82.9	132.6	344.2	385.6	471	339.6	61.7	130.1	241.9	230.5
ANKDD1A	8.1	98.8	14.6	14.5	27.9	9.2	5.6	172.9	7.8	9.6	15.8
AW136338	197.4	45.3	388.6	250.6	757.5	578.1	447.7	117	97.4	129.8	509.9
AA677952	3.4	44.5	47	12.9	130.4	14.3	70.2	53.3	4.1	7.6	51.9
PRR30	6.1	16.4	17	9.7	9.6	9.8	16.6	7.8	10.5	26.2	5.2
FAM71F2	63.4	4	14.9	52.2	6.2	59.6	44.4	6.1	3.4	7	4.3
MIR3681HG	107.1	107.8	88	43.7	26.7	104.1	162.9	131.4	35.8	80.6	115
MIAT	19.2	66.3	93.6	12.9	58.1	77.5	9.6	82	53.7	6.2	52.4
HKDC1	51.4	13.7	17.3	37.9	70	30.1	84	4.6	69.5	41.8	57.5
HKDC1	49.9	12.8	20.1	5.2	5.7	15.4	49.1	37.9	12.6	59	59.7
DRICH1	10.6	42.8	79.6	218	61.1	253.4	18.5	14.3	11.6	24.6	97.7
LINC00310	6.9	4.7	9.5	10	5.2	4.6	11.8	4.4	2.3	3.7	3.9
APH1A	75.6	158.7	86.9	101.7	151.5	254.1	199.5	90.2	82.3	159.5	123.3
C14orf105	75.8	14.5	55.7	5.6	10.1	64.3	7	2.7	11.1	9.2	7.5
RBMS3-AS3	28.4	33.1	31.6	7	6.7	55.8	43.8	6.8	7.5	5.4	41.1
AA603494	156.1	60.7	67.3	170.4	313.4	333.7	405	340.4	104.8	58.1	252.7
MAPT-AS1	65.3	95.2	183	123.7	95.4	91	105.8	85.2	115.7	146	63.3
MON2	37.8	78.8	44	127.1	82.9	81.8	199.3	122.3	2.6	9.4	121.5
RBBP4	577.5	583.1	974.4	1174.1	1027.9	504.3	882.1	364.7	282.5	315.4	745
SFXN2	821.7	207.3	258.8	540.7	264.8	399.4	226.3	210.2	85.3	172.4	226.6
ZP1	23.6	10.2	62.5	13.4	136.1	23.3	72.9	5.5	10.2	68.3	32.4
ADD2	94.2	329.7	12.1	249.2	8.6	16.4	6.2	131.4	16.5	107.7	121.3
AI539318	59.6	116.9	210.1	318	307.2	361.6	298.3	151.3	184.5	98.3	178.7
B3GNT8	16.2	11.2	10.9	7.1	17.7	70.8	174.5	26.7	28.2	79.4	13.3
LINC00993	37.8	22.6	43	13.2	76.4	276	10069.1	11.5	10795.6	66.9	77.7
SLC26A8	30.8	9.4	10.2	44	10.7	57.8	49.9	4.7	8.9	8.7	7.9
H98180	101.3	3.6	7.7	23.6	56.9	90.5	2.8	19.1	58.9	28.4	92.6
TOLLIP	27.4	32.7	154.4	3.7	34.7	34	63.6	143.9	28.1	96.5	20.7
LINC01304	14.2	54.5	21.4	25.7	93.2	75.8	43.4	88.4	62.7	24.1	38.7
LINC01539	10	15.8	13.9	21.9	9	115.4	78.5	18.3	11.3	36.1	10.7
AW087759	21.4	113.7	196.3	59.5	27.5	30.4	98.6	21.7	60.7	19.6	18.7
TGDS	50.7	24.5	14.2	8.3	61.5	28.8	56.1	23.5	26.9	57.1	55.2
AL039379	41.4	103.9	90.8	44.2	173.3	96.7	604.8	69.4	9	63.5	228.5
AI630821	155.4	87.7	10	21.4	13.1	44.4	41.9	53.3	12.8	69.5	9.9
BE551097	51.2	6.8	24.5	37.9	108.5	178.5	438.7	57.5	3.6	19	3.8
TTC36	16.4	270.5	261.9	364.8	244.5	648.6	183.6	188.4	691.1	216.9	86.7
LOC284825	46.9	27.5	20.2	63.1	13.4	33.8	2627.2	4.8	44.4	12.5	23.9
BE551840	17.3	15.6	7.4	14.5	38.3	17.7	22.8	16.8	11.8	13	10.4
AW118819	1.3	6.3	10.1	33.1	48.1	32.4	21.4	27.7	3.5	25.4	16.8
PDXDC1	1.7	43	12.8	37.2	39.9	42.7	2.9	5.6	21.9	50.7	41.6
AW448981	76.5	16.1	43.8	48.2	92.5	117.6	240.4	52.8	47.3	75.1	9.6
AI697714	9.7	3.4	5.3	3.3	5	6.6	5.1	2.4	2.3	3.8	254.8
OSTM1-AS1	7.1	14.2	18.9	3.8	11.7	18.1	11.4	35.5	5.9	13.3	4.4
AI953708	13	9.8	5.3	7.9	11.5	8	44.6	3.7	31.8	5.1	7.4
AA411712	14.1	14.2	45.1	12.3	6.2	77.7	52.2	48.1	16.1	51.5	84.5
ACTRT2	12	5.8	19	6.8	9	28.4	11.3	8.7	7.9	15	10.9
AW014730	28.1	68.3	163.2	66.5	195.4	848.1	53.8	93.8	7.8	7.1	41.5
ZFP41	105.2	160.7	240.6	112.3	108.4	163	213.6	106.2	204.3	89.8	176
SPATA6L	90.4	28.2	126.3	48.7	95.2	178.8	292.6	129.8	23	4.4	85.3
ZNF529-AS1	15.1	28.3	82.4	81.1	65.2	135.6	87.5	47.2	12.8	92.8	43.4
ELOVL2-AS1	240.9	6.4	117.6	114	203.1	284.3	100.3	360.7	216.7	418.2	109.4
237366_at	8.3	41.5	17.5	30.4	20.3	9.9	16.9	22.3	13.5	11.4	14.6
CFLAR	216.9	282.9	23.9	154.9	101.3	121.6	291.5	95	135	20.5	106.5
C3orf35	5.6	6.7	7.7	8.3	65.6	12.9	7.7	9.4	10.2	51.1	46
BG149568	97.8	48.4	90.8	84.6	96.5	305.8	205.9	80.3	75.1	57.7	61.9
AW452551	62.3	90.6	62.5	59.8	89.5	139.7	47.6	72.3	95.1	144.2	76.2
AI671177	13.7	9.6	9.5	81.7	6.7	32.1	4.4	5	4.7	6.4	401
N30169	151.9	44.9	25.4	77.7	131.7	152.3	145.6	90.3	101.1	180.3	147.8
RAB20	3.9	17	11.9	45.6	52.6	62.1	4.2	71.1	54.1	74.2	4.7
BF856217	2.8	5.9	8.9	2.5	1.4	5.8	38.3	3.2	2.6	4.5	55.4
AI768860	12	24.4	10.4	2.4	11.9	46	9.4	53.6	44.1	7.9	5.6
BF115815	120.8	1	42	153.1	74.1	194.7	14.4	32.1	34.9	22.6	107.6
AA069425	224.5	73.1	292.3	601.5	911.6	798.8	468	129.2	75.5	68.4	337
SPATA31D1	91	7.9	31.7	15.5	55.2	35.8	35.3	95.3	13.9	83.6	17.1
PHRF1	103.5	41.9	54.3	24.8	92.3	189.8	73.9	47.7	79.4	18	62.2
BF434708	15.9	17.5	5	6	8.6	19.5	22.3	24.3	62.9	4.7	7.9
LOC101928035	5.7	3.3	5.9	33.6	31.6	46.3	22.2	7.7	6.2	60.4	4.9
COLGALT2	40.5	39.7	13.8	5	10.7	12.1	7.2	15.8	7.4	5.4	37.4
237383_at	311.9	49	652.2	368.8	278.6	871.2	543.9	230.8	105.4	40.8	562.9
KCTD16	2	5.9	1.8	10.4	3.3	11.3	74.7	8.7	3	2	1.1
LINC00867	33.1	7.8	46.4	21.7	3.7	20	61.7	58.8	8.7	16.8	5.5
SMIM10L1	117.1	13.7	214.5	28.9	55.4	125.5	98.2	113.9	116.5	113.1	198.6
BE552357	44.5	3.2	12	31.7	107.7	38.4	4.8	12.4	7.6	32.8	51
BF224204	171.4	97.1	147.1	504.4	171.9	196.3	95	278.9	95.6	67.2	414.5
237389_at	1.9	78.5	80.9	153.4	167.6	83.3	40.5	26.3	2.4	64.3	49.9
N51516	23.7	33	3.2	1.7	2	3.1	38.2	4.7	2.1	1.3	3.6
237391_at	4.1	26.2	6.7	18.6	3.2	0.7	42	9.9	2.8	30	17.4
FGF14-IT1	7.7	18.8	21.9	3.5	49.7	5.9	78.5	6.6	46.8	10.4	2.4
TPBGL	57.7	123.6	23.1	104.2	7.8	95.8	99.5	53.6	14.7	29.2	41.8
BF433474	9.8	5.1	12.6	75	7.1	53.8	18.2	30.8	42.9	10.7	32.4
CYP4Z1	77.9	44.8	9.4	43.6	28.7	51	4.6	103.4	61.6	70.7	121.7
AI640624	6.9	10	48.5	118.8	23.5	130.1	15.9	7.5	6.4	24.4	81.1
N68725	285.2	168.1	196.5	121.4	615.4	705.2	128.9	195	35.6	193.6	139
237398_at	11.9	93.7	223	65.4	275.7	134.2	32.9	134.1	67.3	57.5	264.7
AW594033	5.5	8.3	4.3	20.9	71.1	11.1	5.3	7	36.6	15.3	6.3
ATP5S	46.3	171.6	86.2	160.2	285.8	255.7	332.1	604.3	273.9	62.7	125.8
ACTN1	123.3	133	40.9	25.3	21.7	106.9	27.9	32.1	112.1	135.7	128.1
237402_at	34.9	11.5	16.2	7	108.8	13.7	62	18.4	20.3	20.2	147.7
GFI1B	9	6.2	6.8	13.3	11.7	12.4	6.6	13.2	5.9	7	5.2
BF446442	12.5	22.5	14.7	84.8	61.9	244.9	145.5	35.4	12.5	11.8	80.6
LINGO3	7.7	9.4	17.8	3.4	78.7	3.9	68.3	7.4	4.7	3.1	10.9
NEK6	95.9	8.6	20.5	42	76.3	25.6	19.9	40.6	65.7	11.2	11.5
HS1BP3	30.2	46.5	11.3	9.9	85.9	14.3	10.6	40.9	34.6	53.7	48.8
DCUN1D1	163.3	115.1	120.6	26.4	180.4	72.7	31.1	79.8	39.5	174.6	136.6
AI078554	121.8	41.2	151.1	87.4	85.1	157.8	220.9	118.9	5	22.4	123.6
237410_x_at	18.9	73.3	47.3	94.5	54.6	43.1	37.4	19.7	80.6	20.7	63.4
ADAMTS6	23.2	67.5	30.5	3.9	51.7	7.9	4.9	44.7	55	14.3	5.6
AW974076	140.4	19.4	179.4	268.9	160.6	195.3	226.1	157.1	191.6	188.7	243.1
MAPK10	27.2	47.3	1597.1	686.6	73.1	143.3	101.9	11.4	213.8	215.9	364.8
F7	16.3	21.8	179.1	22.7	151.3	134.4	17.7	55.8	18.9	8.2	29.1
BF508849	64.6	66.8	42.5	8.5	34.9	65.6	34.7	51.1	42.5	46.8	88.3
AI056362	206.5	2.1	72.2	14.8	48.1	31.6	34.1	10	34.1	99.7	38.7
RCBTB1	2.7	6.9	4	3.6	3.5	8.1	8.7	5.1	7.4	34	2.3
BF508728	86.2	44.6	41.1	114.4	86.3	135.4	336.2	19.8	66.2	24.2	137.8
AA135722	24.3	94.6	140.6	59	87	110.3	108.7	212	120.4	82.9	225.5
ODF2L	4.4	19.3	64.8	140.9	411.7	64.2	125	2.8	39.7	28.9	35.8
BF509605	9.9	237.3	60.6	6.6	17	23.2	41.7	6.6	7.7	8.1	43.3
237422_at	46.2	1.5	2.3	2.1	1.7	2.1	4.4	49.9	1.8	3.6	3
RSPO4	6.2	12.9	17.2	6.2	20.1	121.6	10.9	39.8	7.2	10.8	92
237424_at	87.9	47.5	67.7	62.3	96.9	64.2	88.6	9.2	82.6	106.3	88.3
SORCS3-AS1	51.2	48	98.3	9.8	36.6	89.3	75	7.7	17.5	114.4	38
SP100	530.3	76.9	118.2	126.7	130	230.7	74.7	95.8	68.1	23.9	215.7
237427_at	10.2	9.1	4.6	87	4.2	9.3	429.4	92.5	4.3	4.9	4.3
TEX43	36.2	44.8	44.6	56	2.9	51.5	69.4	21.6	3.9	33.2	4.5
AI677858	110.2	70.1	77	97.9	71.2	325.7	57.3	154.5	83.8	15.3	321
AI732903	9.5	10.1	10	8.1	156.4	17.2	11.8	10.5	6.7	21.7	10.4
LOC100506882	111.9	108.9	41.8	127.8	102.7	57.4	130.6	45.2	29.9	52.4	19.8
BF514363	14	62.7	94.9	87.7	127.5	137.3	68.7	29.7	16.3	73.8	76.4
N64834	2	0.4	41.1	0.6	11.9	24	1.5	1	28.2	2.4	12
MSANTD1	98.7	100.3	72.5	72.6	98.7	89.4	39.2	14.2	19.8	114	95.3
AI093492	1.4	8.4	14.6	6.5	4.9	34	37.2	11.6	7.8	8.6	24
AI143909	45.6	29.1	42.5	22	43.8	4.2	2.5	3.7	8.9	25.9	49.8
ADARB2	58.3	11.7	27.8	9.2	13.3	19.2	20.2	26	20.4	10.8	9.5
BF433065	330.3	111.7	200.4	102.8	268.3	238.4	72.3	288.3	111.3	176.3	205.9
USP43	807.1	242.3	448.5	559.2	458.1	348	104.8	341.3	283.7	446.1	273.9
N39590	173.7	174.8	54.8	18.2	15.6	20.7	548.9	27.7	30.8	146.5	50.1
AW271626	329.1	145.4	42	170.7	164.8	178.3	16	204.2	70.4	27	170
AV699911	4.3	8.5	5.4	6.6	47.3	53.7	5	64.7	50.9	18	2.4
AI343519	67	24.2	98.2	6.2	148.7	146.3	13.9	83.2	78.3	104.1	72.1
KIF13A	258.9	377.9	151.8	462.5	197.8	152.5	252.5	514.7	161.6	131.1	408.9
AI342296	56.3	11.5	18.2	5.3	9.7	15.4	17.5	7.7	36.8	7	4.3
BF589163	105.8	42.4	26.7	102.2	130.7	199.3	194.7	68.9	75.5	42.1	71.5
ADORA2A-AS1	8	8.4	14.4	85.7	13.7	16.1	62.9	13.7	8.9	5.8	14.5
237448_at	84.9	13.6	160.3	238.6	366.1	1142.1	267.1	175.1	86.1	13.2	220.2
SP8	45.5	58	8.2	0.8	6.3	37.3	5.5	6.7	158.5	56.5	964.4
LOC389332	10.6	1676.6	55.9	54.4	54.5	42	788.5	115.7	11.1	33.8	86.4
237451_x_at	87.8	159.2	158	245.9	117.4	233.8	136.6	10.6	66.1	100.7	149.6
AW664026	28.9	38.7	171.2	84.8	102.9	94.4	137.7	82	23.9	43.5	306.3
ZNF529	22.6	95.4	5.9	107.2	95.3	111.9	9.8	166.1	63	29.2	55.2
AV647560	52.4	121.7	69.6	47	127.6	64.6	72.3	72.4	25.1	46.2	7
BF436704	40.5	7.5	146.6	14.7	20.4	9.7	98.4	58.3	135.8	23	64.5
AI655806	213.3	101.5	398	786.6	1582.3	1099.7	308.7	2.3	246.5	224	865.3
EIF3B	12.2	38	77.7	14.7	5.5	6.3	30.2	4.5	3.1	18	5.4
BF510521	25.8	12.7	2.5	2.4	32.9	6	37.9	5.6	39.5	1.6	27.4
AA811257	432.6	36	269.6	1561.7	297.6	177.9	394.7	60.6	92.1	96.3	684.8
LINC01588	8.7	72.6	62.7	55.2	7.5	274.7	48.7	37.9	33	126.2	40.1
NLRP7	53.4	28.3	7	6.2	5.1	11.3	61.1	30.6	3.2	66.2	63.8
AW876066	2.2	7.3	6.6	5.9	24.1	8.4	25.7	2.2	5.2	7.7	6
ZFPM1	126.6	29.8	124.7	12.2	33.9	149.1	66.9	29.9	76.2	122.6	23.7
LOC101060386	172.7	70.7	117.8	139.2	382.5	225.4	206.1	199.1	221.1	98.8	156.1
USP53	264.3	70	159.6	116.6	53.8	215	246.1	206.9	88.1	237.6	460.6
HHIP	18.8	48	12.5	38.6	6.4	83.3	289.9	7.8	66	21	4.5
AW028759	31.5	42.7	17.4	14.4	11.2	31.5	9.4	45.9	48.6	14.2	11.6
BF447860	4.9	105.7	67.1	65	10.9	13.8	4	89.4	10.9	37.3	74.3
TOP2A	6	3.9	36	4.9	80.4	5.8	26.5	111.7	1.8	3.2	2.7
DOCK7	174	96.5	162.6	150.2	95.5	93.8	5.6	5.1	94.1	90.3	172.7
LINC00689	44.6	4.7	7.5	16.9	33.7	6.9	55.2	4.1	6.3	7.4	29
SOX1	34.9	5.1	57.6	2.7	37.1	7.6	18.3	21.6	21.9	51.4	4.6
PPIEL	39.2	135	44.8	66.4	185.8	71.1	185.9	28.8	37.3	13.4	19.3
AW293826	19.9	8.7	12.7	146.8	134.1	60.8	10.5	80.7	17.5	43.7	51.1
CCDC152	3907.1	923.8	4587.1	4564.3	10698.6	12109.1	4148.2	2914.7	1546.9	934.4	8798.2
BE463995	244.4	47	97	107.6	8.4	38.5	64.3	75.5	122	83.8	107
PDCL2	0.6	0.9	19.1	1.9	15.4	1	11.8	1	1.9	0.8	18.6
LOC399900	23.1	3.8	89	31.7	104.3	149	92	111.1	66.2	101.3	127.4
AI743485	20.6	18.7	64.5	37.4	1.4	12.3	42	31.2	3	0.7	27.6
AI912612	149.5	6.4	3.5	3.1	10.8	7.9	8.4	22.5	60.6	16.2	100.3
ACAD10	6.9	1.9	14.6	103.6	187	183.7	156	108	12.7	4.2	94.1
ACAD10	138.8	16.6	78.4	104.7	120.5	86.2	63.8	45.1	66.3	9.2	7.8
AI990790	536	80.7	646.8	179.2	773	1240.9	315.9	355.2	84.1	90.9	1199.6
SMCO3	3617.4	310.9	535.2	4741.7	107.2	104.3	817.5	152.2	376.1	6326.1	204.9
SRSF3	27.9	21.2	108.6	27.3	143.5	62.5	81.8	63.3	39.5	54.7	53.5
T99769	32	4.2	4.9	3.9	8.7	7	6.4	2.7	4.3	7.9	5.4
N69685	154.8	25.6	130.4	91.4	41.6	20.1	131.3	19.4	60.2	13.2	96.1
AV648475	89.8	39.3	8.5	6.5	41.1	63.4	86.8	32.2	25.7	4	6
NLRP2	33.6	26.6	36.1	20.7	12.1	2.8	11.7	1.3	21.4	20.8	14.6
LOC102724938	2.3	5.1	21.9	17.5	4.1	16.1	3.5	36.4	18.3	2.4	2.1
AA700633	133.1	21.1	286.3	252	518.3	217.2	17.9	331.1	137	2.3	305
R37728	302.2	1.6	53.8	44	810.9	817.4	83.7	50.5	37	90.4	278.5
IL22RA2	23.8	2	46.7	4.9	39.5	9.6	79.2	3.2	2	3.5	41
LOC105370829	92	106.3	103.7	128.9	125.8	131.2	177.9	143.6	122.6	86.8	107.9
MPP7	54	7.3	42	79	18.4	17	105.8	20.5	12.2	51.9	79.7
237496_at	28.1	14.1	6.3	1.7	18.3	47.1	22.9	4.3	1.2	3.3	4.6
N69098	120.2	12.5	340.5	49.7	1100	1960.7	106.7	391.4	94.8	132.2	1182.7
NEDD4L	1020.8	258.9	1117.2	482.2	2125.4	328	497.6	498.5	289.6	231.6	637.4
AI149976	228.9	13	37.7	45.4	144.3	132.1	79.4	301.2	5	96.3	81.2
AI939518	13.8	39.7	12.8	74.1	15.9	14	11.5	39.2	6.4	13.7	7.8
